Food_Item,Category,Sugar_Content (g),Calories (kcal),Protein (g),Fiber (g),Carbohydrates (g),Glycemic_Index,Ripeness,Size,Average_Weight (g),Fruit
Bitter Gourd,Vegetable,3.0,62.1,2.8,6.9,10.4,60,Unripe,Small,1174.0,False
Fenugreek,Vegetable,2.3,62.3,2.1,3.0,11.4,40,Unripe,Large,324.5,False
Apple,Fruit,18.0,69.3,2.0,1.9,5.2,97,Unripe,Small,161.5,True
Pumpkin,Vegetable,3.3,63.5,3.3,4.4,10.2,27,Unripe,Large,1363.8,False
Watermelon,Fruit,16.2,73.5,1.6,0.7,11.3,82,Unripe,Small,392.4,True
Pumpkin,Vegetable,1.3,56.6,2.7,6.1,4.0,54,Unripe,Small,497.1,False
Radish,Vegetable,0.6,34.5,4.9,5.0,7.1,33,Overripe,Large,1044.8,False
Pear,Fruit,18.1,91.0,1.3,3.4,13.0,59,Ripe,Small,330.0,True
Tamarind,Fruit,13.1,83.7,2.6,2.4,17.2,47,Overripe,Large,196.3,True
Orange,Fruit,0.8,66.2,2.2,2.9,23.8,57,Unripe,Small,335.5,True
Grapes,Fruit,3.5,41.9,2.1,2.6,18.7,43,Overripe,Medium,59.3,True
Cauliflower,Vegetable,3.9,63.2,3.2,4.7,11.8,21,Unripe,Large,829.0,False
Dragon Fruit,Fruit,3.3,99.1,2.9,3.4,15.2,99,Ripe,Small,302.8,True
Apple,Fruit,0.6,42.9,0.6,3.0,11.1,84,Unripe,Small,131.3,True
Jackfruit,Fruit,15.2,90.2,2.1,4.1,17.8,51,Ripe,Small,427.5,True
Bottle Gourd,Vegetable,4.7,28.9,1.1,5.7,8.2,22,Unripe,Medium,1376.0,False
Orange,Fruit,15.2,80.2,0.7,1.6,5.4,87,Overripe,Medium,60.0,True
Banana,Fruit,7.9,34.5,0.9,2.8,11.8,99,Overripe,Medium,171.5,True
Plum,Fruit,16.2,62.0,2.3,4.6,16.3,58,Unripe,Medium,114.0,True
Orange,Fruit,14.2,38.1,2.9,3.7,9.8,79,Ripe,Medium,331.8,True
Jackfruit,Fruit,1.0,41.7,1.2,3.8,8.5,56,Ripe,Small,318.0,True
Orange,Fruit,10.5,57.1,0.8,5.0,23.1,79,Ripe,Large,189.8,True
Dragon Fruit,Fruit,16.5,72.9,1.8,3.2,16.3,51,Overripe,Large,195.3,True
Litchi,Fruit,19.1,69.2,0.6,1.2,11.4,62,Unripe,Large,102.8,True
Yam,Vegetable,1.7,53.6,3.3,2.4,14.6,59,Ripe,Medium,313.6,False
Orange,Fruit,7.2,85.0,1.3,3.6,22.4,76,Ripe,Medium,325.8,True
Pear,Fruit,16.6,45.8,1.4,2.9,12.9,80,Ripe,Medium,129.9,True
Sweet Corn,Vegetable,0.8,29.3,4.3,1.5,14.2,56,Ripe,Large,1266.8,False
Litchi,Fruit,3.1,75.4,0.8,2.3,16.9,78,Overripe,Small,235.3,True
French Beans,Vegetable,4.5,24.2,2.5,7.8,10.3,55,Ripe,Medium,1214.7,False
Guava,Fruit,19.4,84.4,0.8,0.6,19.9,89,Ripe,Small,149.9,True
Grapes,Fruit,0.8,43.0,1.8,5.0,11.3,94,Unripe,Small,135.6,True
Carrot,Vegetable,4.4,30.9,1.5,6.6,9.5,35,Unripe,Medium,1232.5,False
Tomato,Vegetable,4.6,63.5,2.3,5.0,5.0,21,Overripe,Medium,544.8,False
Apple,Fruit,12.7,41.1,0.8,1.9,22.7,64,Unripe,Large,274.9,True
Watermelon,Fruit,6.4,58.8,2.8,1.1,15.4,86,Overripe,Medium,353.9,True
Fenugreek,Vegetable,1.3,68.8,2.4,4.8,10.8,53,Overripe,Large,344.5,False
Peas,Vegetable,1.0,69.4,3.9,7.9,4.2,54,Overripe,Large,1410.4,False
Peas,Vegetable,1.7,69.9,3.4,2.6,13.5,42,Ripe,Small,385.5,False
French Beans,Vegetable,1.1,56.8,5.0,4.5,13.1,22,Ripe,Large,1155.1,False
Drumstick,Vegetable,1.2,23.2,1.3,6.3,4.4,41,Overripe,Large,887.0,False
Peach,Fruit,17.3,87.2,2.0,2.6,5.4,42,Unripe,Large,99.5,True
Plum,Fruit,12.8,45.3,2.5,4.8,14.2,89,Ripe,Large,462.7,True
Grapes,Fruit,7.3,55.8,2.4,3.9,19.5,76,Ripe,Medium,260.2,True
Orange,Fruit,8.2,71.9,1.3,3.0,23.1,49,Unripe,Large,317.4,True
Tomato,Vegetable,0.1,29.7,2.0,7.7,8.5,34,Ripe,Small,1026.7,False
Plum,Fruit,9.2,31.3,2.1,2.9,13.9,67,Overripe,Small,482.5,True
Jackfruit,Fruit,9.2,44.4,0.9,0.7,10.1,92,Ripe,Medium,347.8,True
Coriander Leaves,Vegetable,1.3,58.9,2.1,3.1,11.6,23,Unripe,Small,100.4,False
Mushrooms,Vegetable,4.0,34.8,2.9,2.7,5.3,30,Unripe,Small,1200.0,False
Litchi,Fruit,2.1,59.7,1.5,4.8,6.9,83,Ripe,Small,60.7,True
Brinjal,Vegetable,0.6,45.1,1.2,3.9,5.5,29,Unripe,Small,813.1,False
Cabbage,Vegetable,0.3,30.8,3.7,4.9,12.4,53,Unripe,Medium,521.4,False
Jackfruit,Fruit,13.6,55.3,0.5,1.0,13.5,46,Ripe,Small,130.3,True
Onion,Vegetable,4.1,26.2,2.7,2.8,13.6,36,Overripe,Large,372.0,False
Yam,Vegetable,4.5,42.2,3.3,2.1,9.2,30,Overripe,Small,760.7,False
Strawberry,Fruit,18.9,54.2,0.7,1.7,7.1,64,Unripe,Small,140.7,True
French Beans,Vegetable,3.6,67.2,2.7,2.6,4.6,56,Unripe,Small,685.3,False
Cauliflower,Vegetable,2.8,54.5,1.1,3.6,3.2,50,Unripe,Large,1108.7,False
Pineapple,Fruit,10.9,94.1,2.8,3.0,7.8,96,Unripe,Small,221.9,True
Coriander Leaves,Vegetable,4.5,41.8,4.2,7.1,14.1,27,Ripe,Medium,532.1,False
Bottle Gourd,Vegetable,3.1,63.8,1.1,6.1,11.0,44,Unripe,Small,1496.7,False
Radish,Vegetable,1.3,46.4,4.1,5.0,10.9,32,Overripe,Medium,329.4,False
Okra,Vegetable,0.3,60.1,3.2,6.3,13.1,35,Ripe,Medium,316.1,False
Litchi,Fruit,9.4,39.1,1.2,4.6,16.6,61,Unripe,Large,325.2,True
Sapodilla,Fruit,11.8,41.0,2.9,4.1,15.8,75,Ripe,Medium,141.0,True
Cauliflower,Vegetable,1.4,26.8,2.8,5.4,13.7,50,Ripe,Small,844.2,False
Colocasia,Vegetable,1.3,54.1,4.4,3.3,3.9,34,Overripe,Medium,386.7,False
Onion,Vegetable,4.8,32.4,2.6,7.4,10.3,36,Unripe,Large,1015.3,False
Grapes,Fruit,4.6,75.7,2.4,3.8,12.7,46,Ripe,Medium,305.1,True
Onion,Vegetable,1.4,59.5,2.0,6.5,7.4,30,Unripe,Medium,119.5,False
Sapodilla,Fruit,0.8,53.8,2.4,4.8,7.3,78,Overripe,Large,58.3,True
Drumstick,Vegetable,3.8,38.3,3.7,7.2,5.2,56,Ripe,Large,749.7,False
Green Chili,Vegetable,1.1,66.4,2.3,5.5,12.8,59,Unripe,Medium,127.8,False
Tomato,Vegetable,2.4,49.7,2.9,7.3,5.0,48,Overripe,Large,1427.1,False
Avocado,Fruit,19.8,58.1,0.9,0.7,17.2,95,Ripe,Small,291.0,True
Fig,Fruit,8.0,51.9,1.1,1.7,11.5,84,Unripe,Small,344.5,True
Sapodilla,Fruit,8.6,85.2,2.3,2.1,11.1,85,Overripe,Medium,358.8,True
Carrot,Vegetable,2.0,50.9,3.8,6.8,6.1,60,Ripe,Large,1468.9,False
Pomegranate,Fruit,8.2,57.8,1.1,1.7,13.2,63,Ripe,Medium,90.8,True
Colocasia,Vegetable,4.2,58.7,4.9,2.6,13.2,50,Unripe,Large,1189.1,False
Kohlrabi,Vegetable,0.0,26.8,4.3,2.6,7.0,51,Overripe,Large,189.1,False
Mango,Fruit,12.9,93.2,1.6,1.3,6.2,43,Unripe,Medium,72.1,True
Cabbage,Vegetable,3.3,48.4,2.2,6.6,6.0,36,Overripe,Large,225.9,False
Avocado,Fruit,6.2,33.2,1.3,3.8,20.1,96,Ripe,Large,226.3,True
Tomato,Vegetable,2.6,56.4,4.1,2.4,8.4,49,Ripe,Medium,1414.4,False
Beetroot,Vegetable,2.6,59.2,4.4,1.6,11.8,35,Ripe,Large,1238.9,False
Tomato,Vegetable,1.9,21.9,2.9,2.7,14.0,60,Unripe,Small,355.0,False
Brinjal,Vegetable,0.4,22.7,3.2,1.8,9.4,34,Ripe,Large,1113.7,False
Turnip,Vegetable,2.2,32.4,1.4,2.9,8.0,60,Unripe,Medium,640.6,False
Colocasia,Vegetable,2.6,21.1,1.3,5.1,10.8,20,Ripe,Medium,593.1,False
Gooseberry,Fruit,6.6,81.1,1.6,4.0,7.9,97,Overripe,Medium,468.5,True
Cauliflower,Vegetable,2.5,33.8,2.5,1.6,8.3,29,Overripe,Small,1175.1,False
Apple,Fruit,5.8,90.8,2.3,4.5,14.3,97,Unripe,Large,389.8,True
Custard Apple,Fruit,11.8,31.5,1.6,3.1,10.9,98,Unripe,Medium,261.0,True
Apple,Fruit,7.7,67.7,1.8,3.9,9.9,52,Unripe,Small,120.8,True
Avocado,Fruit,1.2,49.5,2.8,4.1,24.8,100,Unripe,Large,150.8,True
Spinach,Vegetable,2.0,38.0,1.6,4.6,13.3,39,Unripe,Small,863.0,False
Orange,Fruit,11.9,41.3,1.2,0.8,10.4,87,Overripe,Medium,464.1,True
Turnip,Vegetable,3.1,49.6,5.0,5.6,6.7,51,Unripe,Large,199.1,False
Sweet Lime,Fruit,0.7,50.1,0.8,1.6,13.1,43,Unripe,Small,101.3,True
Spinach,Vegetable,2.3,46.9,4.3,2.9,6.8,41,Overripe,Large,1261.3,False
Colocasia,Vegetable,4.9,23.6,3.7,2.8,4.5,58,Ripe,Small,1187.1,False
Apple,Fruit,6.8,34.1,2.0,3.4,20.4,51,Overripe,Large,283.8,True
Ginger,Vegetable,1.5,60.6,3.6,7.5,12.1,40,Overripe,Small,549.1,False
Banana,Fruit,13.1,39.1,2.2,3.4,6.3,70,Overripe,Large,303.7,True
Onion,Vegetable,3.8,46.6,4.9,3.4,11.3,43,Ripe,Small,1304.6,False
Fenugreek,Vegetable,4.1,28.0,3.9,5.3,8.1,43,Overripe,Small,1150.1,False
Pear,Fruit,1.3,72.3,1.4,4.9,22.2,66,Ripe,Medium,370.0,True
Ginger,Vegetable,0.7,41.7,3.9,6.6,8.9,60,Ripe,Small,1257.9,False
Watermelon,Fruit,5.1,43.3,2.7,1.8,5.1,74,Overripe,Large,143.6,True
Grapes,Fruit,12.8,91.0,2.0,0.9,10.9,75,Overripe,Small,63.9,True
Cauliflower,Vegetable,2.7,38.4,4.9,6.4,8.5,59,Overripe,Large,840.5,False
Sweet Lime,Fruit,3.7,75.1,1.9,1.9,8.7,42,Ripe,Large,388.8,True
Kohlrabi,Vegetable,2.7,24.7,2.9,5.0,11.5,56,Unripe,Medium,1034.5,False
Pear,Fruit,11.3,54.5,1.3,2.4,21.4,72,Unripe,Large,172.8,True
Chayote,Vegetable,4.8,58.2,1.7,1.3,7.8,44,Overripe,Large,890.7,False
Potato,Vegetable,4.3,69.3,3.6,5.9,6.9,56,Ripe,Small,1225.0,False
French Beans,Vegetable,2.9,43.1,3.7,6.8,12.7,22,Unripe,Large,628.8,False
Sweet Lime,Fruit,16.7,70.3,2.5,4.2,17.4,41,Overripe,Large,228.1,True
Strawberry,Fruit,8.6,34.5,2.4,0.6,21.8,78,Unripe,Large,384.8,True
Coriander Leaves,Vegetable,4.7,31.9,2.2,5.5,12.3,52,Ripe,Small,561.7,False
Brinjal,Vegetable,2.2,47.7,3.7,7.7,5.8,44,Overripe,Medium,521.7,False
Yam,Vegetable,0.3,25.3,3.9,1.8,14.0,37,Overripe,Medium,1305.6,False
Carrot,Vegetable,0.9,43.9,2.1,7.4,6.1,50,Ripe,Large,1173.5,False
Pineapple,Fruit,4.1,69.4,0.7,4.9,7.4,72,Ripe,Small,172.7,True
Fig,Fruit,9.0,98.3,2.6,3.6,15.8,43,Overripe,Medium,306.7,True
Tomato,Vegetable,4.9,55.9,3.7,3.7,7.1,32,Overripe,Medium,772.2,False
Spinach,Vegetable,3.7,68.0,2.7,7.5,12.1,41,Overripe,Small,497.7,False
Dragon Fruit,Fruit,4.6,41.5,0.6,1.1,14.4,64,Ripe,Medium,168.7,True
Beetroot,Vegetable,4.6,29.5,1.2,6.5,8.7,50,Ripe,Medium,1179.2,False
Beetroot,Vegetable,3.7,65.3,4.4,3.6,13.2,24,Unripe,Large,1213.6,False
Kohlrabi,Vegetable,4.1,26.8,1.9,1.4,5.0,57,Overripe,Medium,549.4,False
Lychee,Fruit,14.4,80.7,1.9,4.4,18.0,42,Ripe,Large,325.5,True
Yam,Vegetable,4.6,35.9,2.4,7.5,7.7,30,Overripe,Small,1314.1,False
Potato,Vegetable,4.8,24.2,1.2,4.8,12.3,25,Overripe,Medium,548.5,False
Strawberry,Fruit,17.6,86.2,1.1,1.4,24.0,98,Ripe,Large,280.8,True
Mushrooms,Vegetable,2.9,55.1,4.0,2.2,9.0,44,Unripe,Large,734.0,False
Pineapple,Fruit,9.3,67.4,1.6,3.5,22.4,83,Ripe,Large,154.9,True
Strawberry,Fruit,11.0,99.3,0.7,2.2,22.4,73,Unripe,Large,451.9,True
Chayote,Vegetable,1.4,68.0,4.9,2.0,5.0,41,Unripe,Large,484.0,False
Pineapple,Fruit,0.8,67.9,1.3,3.9,8.6,80,Overripe,Large,281.7,True
Custard Apple,Fruit,17.3,67.5,0.8,4.6,8.9,44,Overripe,Small,256.5,True
Peach,Fruit,4.3,62.7,0.6,4.1,20.5,56,Unripe,Large,125.6,True
Grapes,Fruit,6.4,52.7,1.2,0.9,20.4,68,Ripe,Large,475.8,True
Beetroot,Vegetable,2.4,64.2,1.0,5.1,9.7,25,Unripe,Large,439.5,False
Green Chili,Vegetable,0.3,50.8,1.9,6.0,3.1,22,Unripe,Medium,639.7,False
Fenugreek,Vegetable,1.4,22.7,2.9,5.7,9.2,54,Ripe,Medium,1238.3,False
Brinjal,Vegetable,3.8,58.2,3.5,4.6,11.3,56,Ripe,Medium,1218.0,False
Spinach,Vegetable,1.2,40.3,4.0,5.4,5.8,41,Unripe,Medium,985.1,False
Strawberry,Fruit,10.6,67.4,2.0,2.3,11.8,82,Overripe,Small,443.5,True
Banana,Fruit,7.5,42.1,0.9,3.8,21.6,57,Ripe,Large,253.3,True
Custard Apple,Fruit,6.7,73.2,2.4,3.7,13.3,53,Ripe,Small,174.9,True
Potato,Vegetable,2.2,60.3,4.4,5.4,14.6,25,Overripe,Large,733.0,False
Potato,Vegetable,0.5,42.4,2.4,5.8,6.5,24,Ripe,Medium,993.7,False
Cauliflower,Vegetable,0.0,46.4,3.7,6.9,14.0,37,Overripe,Medium,1471.6,False
Papaya,Fruit,17.2,88.6,0.8,4.5,10.9,92,Overripe,Large,442.6,True
Fig,Fruit,1.8,54.2,2.8,3.8,17.5,93,Unripe,Medium,414.8,True
Banana,Fruit,6.2,65.8,2.3,4.6,13.2,97,Overripe,Small,67.5,True
Sweet Lime,Fruit,17.7,40.1,2.6,4.7,23.8,60,Ripe,Small,443.5,True
Green Chili,Vegetable,4.8,33.8,2.0,2.1,13.1,30,Ripe,Large,1382.6,False
Bottle Gourd,Vegetable,0.9,38.2,3.7,1.6,6.9,47,Unripe,Medium,209.5,False
Orange,Fruit,2.0,31.7,1.9,4.4,16.6,94,Overripe,Medium,187.9,True
Pumpkin,Vegetable,4.9,21.5,3.4,3.7,13.5,21,Unripe,Small,1060.3,False
Ginger,Vegetable,0.0,23.2,3.4,4.8,10.8,20,Overripe,Medium,906.1,False
Bottle Gourd,Vegetable,3.6,22.0,1.2,2.9,12.9,32,Unripe,Medium,420.7,False
Plum,Fruit,14.6,38.9,2.4,4.7,9.9,57,Unripe,Large,99.8,True
Turnip,Vegetable,4.4,29.6,3.2,4.3,10.8,47,Unripe,Small,930.7,False
Drumstick,Vegetable,0.6,46.0,3.4,3.9,7.9,27,Overripe,Medium,440.5,False
Bitter Gourd,Vegetable,1.5,42.3,3.5,5.2,13.0,48,Overripe,Medium,116.1,False
Orange,Fruit,4.6,87.3,0.7,4.7,12.7,55,Overripe,Medium,319.2,True
Colocasia,Vegetable,0.1,46.1,2.9,3.5,9.3,46,Overripe,Small,746.8,False
Pineapple,Fruit,3.2,91.6,2.4,4.8,6.9,82,Ripe,Small,110.8,True
Lychee,Fruit,6.5,97.9,2.2,0.8,9.8,81,Unripe,Large,82.6,True
Brinjal,Vegetable,5.0,25.3,1.9,3.9,10.8,47,Overripe,Medium,356.3,False
Plum,Fruit,7.5,83.4,2.8,0.9,23.2,51,Overripe,Small,498.9,True
Guava,Fruit,9.3,63.1,0.9,1.9,10.1,96,Overripe,Small,228.6,True
French Beans,Vegetable,2.9,66.4,4.2,5.6,9.5,49,Overripe,Medium,668.0,False
Okra,Vegetable,2.2,54.8,1.2,5.7,5.8,21,Ripe,Large,824.4,False
Pear,Fruit,4.8,41.3,2.0,1.5,10.3,84,Overripe,Medium,104.4,True
Jackfruit,Fruit,0.5,77.4,1.2,4.8,25.0,95,Ripe,Medium,401.4,True
Custard Apple,Fruit,2.3,50.9,0.8,4.5,5.1,85,Unripe,Medium,208.3,True
Onion,Vegetable,2.4,58.6,4.5,3.1,10.8,40,Ripe,Small,850.5,False
Carrot,Vegetable,2.2,68.5,3.9,5.0,13.8,26,Unripe,Small,549.3,False
Peach,Fruit,10.6,96.4,2.5,3.7,8.5,63,Unripe,Large,73.1,True
Mango,Fruit,6.4,32.9,1.6,3.9,23.4,73,Ripe,Large,176.3,True
Chayote,Vegetable,3.1,68.8,3.5,3.0,5.8,30,Ripe,Medium,351.2,False
Okra,Vegetable,0.1,61.3,1.1,1.7,7.7,41,Ripe,Medium,1143.0,False
Guava,Fruit,11.9,55.6,0.7,2.3,15.4,67,Overripe,Large,180.0,True
Fenugreek,Vegetable,4.0,27.0,3.2,2.3,14.5,30,Unripe,Medium,769.1,False
Coriander Leaves,Vegetable,1.5,65.5,1.3,1.0,4.2,30,Unripe,Large,1298.7,False
Garlic,Vegetable,3.6,28.2,2.3,3.2,3.9,23,Overripe,Large,828.5,False
Gooseberry,Fruit,12.0,30.5,2.7,0.9,14.5,83,Ripe,Medium,111.5,True
Beetroot,Vegetable,5.0,58.6,1.2,2.3,6.8,32,Unripe,Small,699.3,False
Guava,Fruit,2.2,95.4,0.8,1.1,22.9,49,Ripe,Large,290.7,True
Kohlrabi,Vegetable,3.1,52.8,3.7,3.3,10.0,20,Unripe,Large,408.1,False
Gooseberry,Fruit,13.0,69.0,1.6,2.7,18.0,75,Ripe,Small,234.0,True
Orange,Fruit,17.0,91.2,1.0,2.0,11.0,65,Unripe,Small,248.6,True
Peach,Fruit,2.9,99.7,2.1,3.0,5.4,100,Overripe,Small,480.9,True
Radish,Vegetable,0.9,43.6,2.6,2.3,5.0,20,Unripe,Small,934.0,False
Garlic,Vegetable,4.4,50.1,2.1,7.3,5.0,54,Ripe,Large,1323.2,False
French Beans,Vegetable,2.0,22.8,4.2,2.8,8.3,23,Overripe,Large,1083.2,False
Chayote,Vegetable,3.0,62.7,3.1,4.1,12.6,40,Overripe,Large,685.8,False
Pomegranate,Fruit,11.1,81.8,0.5,4.7,24.7,86,Unripe,Large,371.3,True
Dragon Fruit,Fruit,7.6,96.2,2.4,1.9,11.4,97,Unripe,Small,336.4,True
Radish,Vegetable,0.0,43.7,4.2,7.4,9.6,48,Unripe,Small,297.0,False
Pear,Fruit,4.1,80.0,1.7,0.6,16.7,40,Ripe,Small,466.2,True
Sweet Lime,Fruit,2.9,70.9,1.8,3.8,17.5,40,Ripe,Large,305.4,True
Jackfruit,Fruit,17.1,40.2,0.8,1.9,9.4,51,Unripe,Large,484.2,True
Turnip,Vegetable,1.6,58.9,2.3,2.5,8.5,24,Unripe,Small,879.9,False
Pear,Fruit,18.4,90.4,2.7,1.0,15.9,98,Overripe,Medium,308.0,True
Colocasia,Vegetable,0.8,66.4,4.7,2.0,7.4,37,Overripe,Small,470.7,False
Sweet Lime,Fruit,0.6,96.9,1.6,2.3,14.6,95,Overripe,Large,323.9,True
Strawberry,Fruit,17.5,94.3,2.2,2.0,5.1,74,Unripe,Medium,173.0,True
Carrot,Vegetable,3.9,31.6,3.3,1.6,14.8,60,Unripe,Medium,100.5,False
Potato,Vegetable,0.7,40.3,2.4,2.3,13.3,31,Unripe,Medium,368.0,False
Plum,Fruit,8.8,72.6,1.2,1.7,18.6,65,Ripe,Large,313.1,True
Orange,Fruit,7.0,96.3,1.8,4.7,23.4,80,Ripe,Large,219.5,True
Papaya,Fruit,6.3,45.7,0.7,4.8,22.2,58,Ripe,Small,70.9,True
Fig,Fruit,17.9,47.9,1.6,2.2,19.7,68,Ripe,Small,300.3,True
Radish,Vegetable,4.0,29.8,2.3,2.4,13.0,41,Ripe,Large,159.1,False
Mushrooms,Vegetable,2.6,67.5,2.0,7.0,3.0,56,Ripe,Medium,1002.3,False
Potato,Vegetable,2.4,41.0,3.7,2.9,14.0,24,Unripe,Small,1235.8,False
Mango,Fruit,10.7,69.8,2.6,3.5,24.6,81,Overripe,Small,239.8,True
Bottle Gourd,Vegetable,3.9,20.2,4.7,3.1,3.6,60,Ripe,Large,307.3,False
Coriander Leaves,Vegetable,1.3,28.4,4.2,7.0,12.1,35,Overripe,Large,1303.2,False
Sapodilla,Fruit,5.8,68.2,0.9,3.4,11.1,97,Unripe,Medium,452.3,True
Garlic,Vegetable,1.1,51.0,3.3,4.2,7.7,34,Unripe,Small,483.5,False
Guava,Fruit,0.6,94.0,2.9,4.8,9.7,48,Ripe,Medium,376.7,True
Spinach,Vegetable,3.4,66.2,3.8,6.1,13.8,33,Ripe,Small,557.9,False
Peach,Fruit,15.4,91.1,2.7,1.4,16.8,76,Overripe,Large,479.1,True
Orange,Fruit,7.8,93.4,2.0,1.4,24.9,99,Unripe,Medium,155.8,True
Papaya,Fruit,5.8,47.1,2.9,3.4,16.7,71,Overripe,Small,372.5,True
Beetroot,Vegetable,4.4,28.3,2.9,5.1,13.5,53,Overripe,Medium,1380.3,False
Jackfruit,Fruit,12.7,99.6,1.1,3.1,6.7,95,Overripe,Small,461.2,True
Ginger,Vegetable,1.4,59.2,2.1,6.6,14.1,57,Unripe,Medium,755.2,False
Mango,Fruit,0.2,76.7,1.0,4.3,14.6,65,Ripe,Large,356.1,True
Sapodilla,Fruit,1.3,65.2,2.2,4.4,14.9,64,Overripe,Small,365.4,True
Lychee,Fruit,15.3,56.5,2.5,0.7,5.7,56,Overripe,Small,112.0,True
Bottle Gourd,Vegetable,5.0,27.9,4.0,6.4,3.5,58,Unripe,Medium,952.8,False
Pineapple,Fruit,11.8,31.3,2.1,0.9,11.5,83,Ripe,Small,366.9,True
Pineapple,Fruit,13.3,62.5,2.5,2.3,10.5,56,Ripe,Medium,59.7,True
Colocasia,Vegetable,0.4,34.5,3.7,7.3,4.0,24,Ripe,Medium,176.6,False
Spinach,Vegetable,4.2,24.9,1.5,1.5,14.1,48,Ripe,Medium,1422.4,False
Beetroot,Vegetable,3.1,56.7,2.0,7.3,5.2,42,Ripe,Small,844.5,False
Colocasia,Vegetable,4.2,24.7,4.3,2.0,11.9,28,Overripe,Medium,691.3,False
Sweet Corn,Vegetable,4.5,26.4,1.4,5.0,14.2,58,Unripe,Large,980.0,False
Dragon Fruit,Fruit,8.0,86.5,2.0,1.2,6.9,84,Ripe,Medium,297.5,True
Brinjal,Vegetable,2.8,63.9,3.6,1.9,4.1,47,Overripe,Small,1463.0,False
Watermelon,Fruit,5.4,62.6,1.3,3.0,7.6,56,Unripe,Small,96.7,True
Garlic,Vegetable,4.9,21.5,2.3,2.1,4.9,21,Unripe,Small,1044.6,False
Bottle Gourd,Vegetable,2.8,57.1,3.2,6.5,4.5,49,Unripe,Small,435.6,False
Onion,Vegetable,2.1,38.9,4.2,3.4,6.6,47,Overripe,Small,353.3,False
Dragon Fruit,Fruit,15.6,36.1,2.3,4.7,15.4,88,Overripe,Large,112.6,True
Apple,Fruit,1.6,36.5,1.2,2.5,19.7,61,Unripe,Small,269.1,True
Avocado,Fruit,9.4,80.9,0.6,4.9,24.2,50,Ripe,Medium,443.2,True
French Beans,Vegetable,1.3,67.8,3.3,5.8,6.4,30,Ripe,Small,821.4,False
Strawberry,Fruit,14.6,50.5,3.0,1.9,16.6,45,Ripe,Large,460.2,True
Bottle Gourd,Vegetable,1.1,50.6,2.3,6.1,12.1,36,Overripe,Medium,981.0,False
Papaya,Fruit,18.4,73.7,0.7,2.6,25.0,79,Unripe,Medium,479.6,True
Okra,Vegetable,2.8,57.4,3.2,3.3,5.7,23,Ripe,Large,608.2,False
Peach,Fruit,11.1,78.2,2.4,4.8,11.5,75,Ripe,Medium,365.1,True
Bottle Gourd,Vegetable,1.1,53.8,4.2,6.8,7.2,49,Overripe,Large,658.7,False
Colocasia,Vegetable,1.5,30.2,4.5,1.0,6.8,49,Overripe,Small,1234.7,False
Papaya,Fruit,1.7,59.0,1.7,3.7,15.0,80,Overripe,Medium,420.4,True
Mango,Fruit,16.0,98.9,0.5,3.7,22.3,50,Unripe,Small,189.1,True
Banana,Fruit,3.8,41.4,0.8,0.9,8.3,43,Ripe,Small,426.1,True
Green Chili,Vegetable,3.4,29.1,1.1,3.1,5.5,52,Ripe,Small,1028.4,False
Gooseberry,Fruit,1.1,87.9,1.9,2.3,23.2,44,Ripe,Medium,428.5,True
Jackfruit,Fruit,0.7,42.8,1.5,1.1,14.9,43,Unripe,Large,162.5,True
Tamarind,Fruit,15.9,93.9,0.8,3.1,18.5,48,Ripe,Small,220.8,True
Pomegranate,Fruit,17.4,92.8,1.6,3.6,19.7,86,Unripe,Large,447.0,True
Cauliflower,Vegetable,0.2,63.1,2.2,2.0,12.7,51,Unripe,Medium,1495.1,False
French Beans,Vegetable,1.2,24.1,4.5,7.7,7.8,29,Unripe,Medium,1407.0,False
Yam,Vegetable,2.0,37.6,3.5,7.8,10.2,60,Overripe,Small,363.9,False
Carrot,Vegetable,0.2,39.6,4.8,2.7,13.9,31,Overripe,Medium,549.9,False
Tomato,Vegetable,2.3,38.1,1.4,5.0,10.4,60,Unripe,Small,672.6,False
Radish,Vegetable,2.0,68.8,3.3,1.9,3.7,33,Overripe,Large,450.7,False
Fig,Fruit,4.8,92.2,2.0,0.6,11.8,60,Overripe,Large,409.1,True
Yam,Vegetable,1.2,25.7,1.4,7.8,14.6,57,Ripe,Small,1152.0,False
Mango,Fruit,10.5,46.9,1.0,4.5,23.7,83,Unripe,Small,234.2,True
Banana,Fruit,0.3,92.0,1.9,1.3,19.5,77,Unripe,Small,113.9,True
Pear,Fruit,18.4,44.5,2.8,0.5,15.0,77,Overripe,Medium,313.9,True
Onion,Vegetable,0.5,64.0,1.7,7.7,6.0,50,Unripe,Large,883.9,False
Peach,Fruit,4.7,56.1,1.1,3.2,13.0,78,Overripe,Medium,462.3,True
Fig,Fruit,5.0,76.5,1.4,0.8,18.9,62,Overripe,Medium,191.6,True
Pumpkin,Vegetable,2.2,38.7,4.5,7.7,6.4,47,Ripe,Small,323.9,False
Bitter Gourd,Vegetable,4.0,52.0,4.2,2.4,5.5,38,Unripe,Small,1077.9,False
Garlic,Vegetable,3.3,62.1,2.6,4.8,12.8,30,Unripe,Medium,1425.9,False
Sapodilla,Fruit,8.4,62.1,1.6,3.9,24.3,48,Unripe,Large,398.7,True
Radish,Vegetable,4.6,44.7,1.6,5.5,11.2,52,Ripe,Medium,1301.2,False
Beetroot,Vegetable,0.2,36.6,1.6,5.8,8.3,35,Unripe,Medium,847.3,False
